sensor_id,timestamp,latitude,longitude,ph,turbidity,temperature,conductivity
"sensor-3","2025-12-16T00:10:31.857Z",43.280132,5.381623,7.61,2.1,18.52,1399
"sensor-1","2025-12-16T00:10:36.862Z",48.860819,2.355365,7.33,2.47,14.07,635.65
"sensor-2","2025-12-16T00:10:36.865Z",45.781316,4.849039,3.58,2.66,19.06,1386.49
"sensor-3","2025-12-16T00:10:36.866Z",43.310404,5.352716,7.58,1.89,18.46,1599.29
"sensor-1","2025-12-16T00:10:41.874Z",48.83975,2.360063,6.92,2.69,13.34,727.96
"sensor-2","2025-12-16T00:10:41.876Z",45.758683,4.821265,6.75,3.29,17.51,1067.8
"sensor-3","2025-12-16T00:10:41.877Z",43.310564,5.370817,7.44,1.35,19.32,1359.66
"sensor-1","2025-12-16T00:10:46.873Z",48.859251,2.339275,7.4,2.99,13.58,917.72
"sensor-2","2025-12-16T00:10:46.874Z",45.750725,4.818856,6.85,3,18.12,1063.47
"sensor-3","2025-12-16T00:10:46.875Z",43.30075,5.382026,7.62,2.25,18.24,1510.84
"sensor-1","2025-12-16T00:10:51.879Z",48.86353,2.33664,7.31,2.69,13.08,885.12
"sensor-2","2025-12-16T00:10:51.882Z",45.754452,4.824089,6.72,2.5,18.48,1272.91
"sensor-3","2025-12-16T00:10:51.883Z",43.312065,5.389145,7.56,2.27,20.4,1587.26
"sensor-1","2025-12-16T00:10:56.879Z",48.861817,2.347535,7,2.13,15.88,865.58
"sensor-2","2025-12-16T00:10:56.881Z",45.782151,4.817845,6.82,3.14,19.92,1129.1
"sensor-3","2025-12-16T00:10:56.882Z",43.308226,5.376822,7.39,1.66,20.2,1681.88
"sensor-1","2025-12-16T00:11:01.884Z",48.872333,2.362763,7.04,2.96,16.88,732.1
"sensor-2","2025-12-16T00:11:01.887Z",45.778542,4.837966,6.79,2.88,16.24,1374.21
"sensor-3","2025-12-16T00:11:01.887Z",43.303806,5.37005,7.61,1.55,19.04,1452.48
"sensor-1","2025-12-16T00:11:06.899Z",48.863402,2.343357,6.95,2.75,14.34,691.58
"sensor-2","2025-12-16T00:11:06.899Z",45.751818,4.826945,6.76,3.47,19.17,1289
"sensor-3","2025-12-16T00:11:06.900Z",43.278387,5.363495,7.66,2.18,19.87,1594.95
"sensor-1","2025-12-16T00:11:11.905Z",48.8481,2.351972,7.33,2.19,13.33,739.39
"sensor-2","2025-12-16T00:11:11.911Z",45.781739,4.835957,6.74,2.69,19.5,1290.36
"sensor-3","2025-12-16T00:11:11.915Z",43.297941,5.383856,7.34,1.6,21.01,1443.13
"sensor-1","2025-12-16T00:11:16.905Z",48.875817,2.368495,7.17,2.41,15.53,612.72
"sensor-2","2025-12-16T00:11:16.906Z",45.766507,4.836613,7.01,3.35,19.7,1239.51
"sensor-3","2025-12-16T00:11:16.907Z",43.313231,5.366131,7.59,1.4,19.95,1429.88
"sensor-1","2025-12-16T00:11:21.907Z",48.840639,2.365308,7.44,2.8,14.57,689.35
"sensor-2","2025-12-16T00:11:21.908Z",45.750376,4.825213,6.91,3.06,19.02,1318.36
"sensor-3","2025-12-16T00:11:21.909Z",43.306206,5.350036,7.44,2.14,19.15,1450.02
"sensor-1","2025-12-16T00:11:26.915Z",48.843512,2.342722,7.25,2.92,13.17,791.68
"sensor-2","2025-12-16T00:11:26.917Z",45.774439,4.84764,4.49,2.87,16.94,1396.68
"sensor-3","2025-12-16T00:11:26.918Z",43.296779,5.380729,7.67,2.1,21.38,1311.17
"sensor-1","2025-12-16T00:11:31.920Z",48.853736,2.358422,7.35,2.82,13.03,891.32
"sensor-2","2025-12-16T00:11:31.923Z",45.765635,4.829549,7.07,3.35,18.05,1096.71
"sensor-3","2025-12-16T00:11:31.924Z",43.286166,5.368242,7.21,1.91,18.78,1365.48
"sensor-1","2025-12-16T00:11:36.921Z",48.851693,2.368472,7.43,2.56,16.04,652.67
"sensor-2","2025-12-16T00:11:36.923Z",45.746656,4.839153,6.78,2.76,19.6,1362.02
"sensor-3","2025-12-16T00:11:36.924Z",43.28508,5.358782,7.72,2.05,20.27,1597.92
"sensor-1","2025-12-16T00:11:41.924Z",48.872575,2.364722,7.26,2.14,14.44,815.19
"sensor-2","2025-12-16T00:11:41.927Z",45.744244,4.820969,6.82,2.87,18.85,1029.64
"sensor-3","2025-12-16T00:11:41.928Z",43.28383,5.379934,7.31,2.22,18.35,1570.1
"sensor-1","2025-12-16T00:11:46.930Z",48.844454,2.340723,7.36,2.83,13.02,916.21
"sensor-2","2025-12-16T00:11:46.932Z",45.760595,4.837134,6.81,3.5,17.84,1242.69
"sensor-3","2025-12-16T00:11:46.933Z",43.287683,5.386861,7.22,2.22,18.85,1399.28
"sensor-1","2025-12-16T00:11:51.942Z",48.837356,2.370997,7.12,2.5,14.19,816.13
"sensor-2","2025-12-16T00:11:51.945Z",45.757961,4.819889,6.73,2.57,19.95,1339.15
"sensor-3","2025-12-16T00:11:51.946Z",43.311184,5.361706,7.76,1.68,20.23,1421.2
"sensor-1","2025-12-16T00:11:56.942Z",48.872371,2.336856,6.93,2.75,14.94,949.2
"sensor-2","2025-12-16T00:11:56.945Z",45.766907,4.836154,7.22,2.7,19.23,1228.1
"sensor-3","2025-12-16T00:11:56.946Z",43.311407,5.373459,7.42,1.81,21.28,1529.56
"sensor-1","2025-12-16T00:12:01.956Z",48.844744,2.369059,4.1,2.79,14.25,851.64
"sensor-2","2025-12-16T00:12:01.959Z",45.751191,4.853897,6.76,3.32,16.34,1216.89
"sensor-3","2025-12-16T00:12:01.960Z",43.311976,5.351071,7.64,1.52,21.67,1525.89
"sensor-1","2025-12-16T00:12:06.958Z",48.863303,2.350491,7.21,2.21,13.26,714.32
"sensor-2","2025-12-16T00:12:06.960Z",45.765234,4.81997,7.12,12.22,17.08,1379.67
"sensor-3","2025-12-16T00:12:06.960Z",43.294326,5.356505,7.71,1.62,21.96,1640.22
"sensor-1","2025-12-16T00:12:11.970Z",48.873565,2.362069,7,2.45,15.51,650.23
"sensor-2","2025-12-16T00:12:11.973Z",45.754163,4.834935,6.81,3.5,19.86,1363.43
"sensor-3","2025-12-16T00:12:11.974Z",43.314345,5.364904,7.46,2.25,18.66,1310.14
"sensor-1","2025-12-16T00:12:16.980Z",48.871448,2.359785,7.49,2.78,15.55,914.78
"sensor-2","2025-12-16T00:12:16.983Z",45.755349,4.836984,7.16,3.44,16.12,1226.71
"sensor-3","2025-12-16T00:12:16.984Z",43.300662,5.353628,7.62,2.25,19.05,1434.91
"sensor-1","2025-12-16T00:12:21.994Z",48.85049,2.355511,7.32,2.63,13.96,966.97
"sensor-2","2025-12-16T00:12:21.996Z",45.783776,4.823819,7.04,2.95,17.1,1136.11
"sensor-3","2025-12-16T00:12:21.997Z",43.290013,5.359624,7.32,1.61,20.75,1427.06
"sensor-1","2025-12-16T00:12:27.004Z",48.865475,2.369705,7.02,2.18,13.68,753.4
"sensor-2","2025-12-16T00:12:27.007Z",45.775957,4.845685,7.24,2.59,19.14,1351.81
"sensor-3","2025-12-16T00:12:27.008Z",43.301049,5.377865,7.42,1.65,21.28,1663.46
"sensor-1","2025-12-16T00:12:32.015Z",48.839093,2.371657,6.96,2.9,31.74,942.57
"sensor-2","2025-12-16T00:12:32.018Z",45.777422,4.821303,6.95,3.24,19.84,1355.26
"sensor-3","2025-12-16T00:12:32.019Z",43.31378,5.367011,7.63,1.52,21.96,1392.94
"sensor-1","2025-12-16T00:12:37.023Z",48.862596,2.35732,7.3,9.87,16.51,933.64
"sensor-2","2025-12-16T00:12:37.025Z",45.766228,4.84079,6.8,3.16,17.62,1077.2
"sensor-3","2025-12-16T00:12:37.025Z",43.284206,5.369873,7.56,1.85,20.97,1354.69
"sensor-1","2025-12-16T00:12:42.030Z",48.847718,2.346993,7.03,2.36,16.77,619.3
"sensor-2","2025-12-16T00:12:42.033Z",45.754436,4.823768,6.85,3.32,16.41,1008.28
"sensor-3","2025-12-16T00:12:42.034Z",43.29184,5.359615,7.41,2.16,21.66,1354.58
"sensor-1","2025-12-16T00:12:47.033Z",48.87269,2.350404,7.5,2.69,13.62,646.09
"sensor-2","2025-12-16T00:12:47.035Z",45.755489,4.848054,6.72,2.86,18.01,1086.75
"sensor-3","2025-12-16T00:12:47.036Z",43.293302,5.353398,7.45,2.27,20.69,1687.27
"sensor-1","2025-12-16T00:12:52.036Z",48.844648,2.333763,6.94,2.92,15.34,753.65
"sensor-2","2025-12-16T00:12:52.038Z",45.770076,4.855268,7.25,3.24,17.63,1382.73
"sensor-3","2025-12-16T00:12:52.039Z",43.29326,5.35641,7.56,2.05,19.84,1343.56
"sensor-1","2025-12-16T00:12:57.041Z",48.86251,2.335023,7.49,2.48,16.89,602.23
"sensor-2","2025-12-16T00:12:57.043Z",45.777819,4.822428,6.78,3.45,19.84,1229.75
"sensor-3","2025-12-16T00:12:57.044Z",43.282175,5.364728,7.44,2.26,18.32,1377.27
"sensor-1","2025-12-16T00:13:02.047Z",48.871224,2.369497,7.34,2.72,17,659.05
"sensor-2","2025-12-16T00:13:02.050Z",45.769213,4.848633,4.47,2.65,16.81,1201.35
"sensor-3","2025-12-16T00:13:02.050Z",43.307127,5.387075,7.68,1.76,20.87,1519.73
"sensor-1","2025-12-16T00:13:07.062Z",48.870685,2.35066,7.47,2.79,15.45,606.75
"sensor-2","2025-12-16T00:13:07.065Z",45.771387,4.822334,6.91,2.65,18.46,1299.02
"sensor-3","2025-12-16T00:13:07.066Z",43.28088,5.378102,7.48,1.49,19.39,1309.08
"sensor-1","2025-12-16T00:13:12.068Z",48.86207,2.349591,7.47,2.67,16.6,843.63
"sensor-2","2025-12-16T00:13:12.071Z",45.745586,4.854153,6.73,2.64,18.88,1031.65
"sensor-3","2025-12-16T00:13:12.071Z",43.303403,5.371623,7.78,1.9,21.68,1383.54
"sensor-1","2025-12-16T00:13:17.083Z",48.853972,2.367644,6.95,2.31,15.51,607.88
"sensor-2","2025-12-16T00:13:17.086Z",45.76902,4.85005,6.72,3.42,16.65,1046.05
"sensor-3","2025-12-16T00:13:17.087Z",43.308461,5.376887,7.67,2.26,18.08,1611.08
"sensor-1","2025-12-16T00:13:22.090Z",48.848268,2.346291,7.2,2.78,16.05,713.09
"sensor-2","2025-12-16T00:13:22.091Z",45.759611,4.836928,7,3.32,19.45,1094.3
"sensor-3","2025-12-16T00:13:22.091Z",43.298365,5.356826,7.44,2.2,18.34,1635.47
"sensor-1","2025-12-16T00:13:27.097Z",48.847883,2.369778,7.06,2.61,15.5,656.51
"sensor-2","2025-12-16T00:13:27.097Z",45.773188,4.83092,7.2,2.71,18.03,1301.59
"sensor-3","2025-12-16T00:13:27.098Z",43.314912,5.35105,7.31,2.28,20.95,1593.42
"sensor-1","2025-12-16T00:13:32.102Z",48.84305,2.341928,7.31,2.45,16.35,974.42
"sensor-2","2025-12-16T00:13:32.104Z",45.77695,4.841898,6.71,3.23,19.38,1314.88
"sensor-3","2025-12-16T00:13:32.105Z",43.298357,5.381122,7.47,1.72,19.14,1306.04
"sensor-1","2025-12-16T00:13:37.113Z",48.851178,2.369563,6.93,2.49,16.64,735.4
"sensor-2","2025-12-16T00:13:37.114Z",45.763281,4.819331,6.74,3.03,17.32,1111.79
"sensor-3","2025-12-16T00:13:37.115Z",43.30567,5.357209,7.46,1.62,20,1613.57
"sensor-1","2025-12-16T00:13:42.115Z",48.86486,2.361615,7.21,2.17,14,630.49
"sensor-2","2025-12-16T00:13:42.116Z",45.763855,4.836718,6.79,3.28,19.94,1264.6
"sensor-3","2025-12-16T00:13:42.117Z",43.286567,5.360989,7.6,1.56,18,1437.52
"sensor-1","2025-12-16T00:13:47.126Z",48.848605,2.336126,7.02,2.39,15.37,614.72
"sensor-2","2025-12-16T00:13:47.129Z",45.780452,4.846349,6.82,2.93,16.47,1139.14
"sensor-3","2025-12-16T00:13:47.130Z",43.303753,5.353932,7.51,1.52,21.17,1367.05
"sensor-1","2025-12-16T00:13:52.134Z",48.844073,2.346868,6.91,2.94,13.9,601.27
"sensor-2","2025-12-16T00:13:52.136Z",45.781713,4.823566,6.8,3.04,16.01,1350.71
"sensor-3","2025-12-16T00:13:52.137Z",43.27711,5.371418,7.71,1.5,20.5,1641.11
"sensor-1","2025-12-16T00:13:57.150Z",48.87327,2.344408,7,2.85,13.25,657.71
"sensor-2","2025-12-16T00:13:57.153Z",45.753618,4.850798,6.98,3.07,18.08,1189.15
"sensor-3","2025-12-16T00:13:57.154Z",43.288939,5.36133,7.73,1.31,19.08,1434.71
"sensor-1","2025-12-16T00:14:02.150Z",48.870398,2.370218,7.45,2.25,15.81,985.41
"sensor-2","2025-12-16T00:14:02.153Z",45.782583,4.853051,7.12,3.03,17.33,1161.57
"sensor-3","2025-12-16T00:14:02.153Z",43.285499,5.36825,7.61,2.15,19.28,1571.45
"sensor-1","2025-12-16T00:14:07.157Z",48.867862,2.355807,7.37,2.96,16.74,630.09
"sensor-2","2025-12-16T00:14:07.159Z",45.745334,4.848617,6.77,13.63,18.19,1313.63
"sensor-3","2025-12-16T00:14:07.160Z",43.309005,5.382944,7.58,2.18,21.49,1636.84
"sensor-1","2025-12-16T00:14:12.159Z",48.850933,2.332868,9.41,2.17,15.02,764.59
"sensor-2","2025-12-16T00:14:12.161Z",45.773487,4.82629,7.28,3.49,18.61,1378.03
"sensor-3","2025-12-16T00:14:12.162Z",43.276729,5.367857,7.56,2.02,18.5,1634.26
"sensor-1","2025-12-16T00:14:17.171Z",48.856362,2.336515,7.09,2.73,15.95,832.37
"sensor-2","2025-12-16T00:14:17.173Z",45.769021,4.833632,7.3,2.7,16.53,1283.92
"sensor-3","2025-12-16T00:14:17.174Z",43.299724,5.374265,7.65,1.89,21.98,1367.6
"sensor-1","2025-12-16T00:14:22.178Z",48.876199,2.335094,7.15,2.3,14.64,770.77
"sensor-2","2025-12-16T00:14:22.179Z",45.751109,4.839364,6.97,2.82,19.41,1386.2
"sensor-3","2025-12-16T00:14:22.179Z",43.291471,5.366084,7.71,1.85,21.61,1465.92
"sensor-1","2025-12-16T00:14:27.187Z",48.848723,2.363988,7.28,2.62,15.71,784.54
"sensor-2","2025-12-16T00:14:27.189Z",45.756694,4.846383,6.72,3.28,18.7,1364.71
"sensor-3","2025-12-16T00:14:27.190Z",43.281918,5.364288,7.59,1.86,19.95,1306.52
"sensor-1","2025-12-16T00:14:32.195Z",48.843931,2.371218,7,2.46,15.18,615.82
"sensor-2","2025-12-16T00:14:32.197Z",45.747179,4.839893,6.95,3.24,18.9,1046.36
"sensor-3","2025-12-16T00:14:32.197Z",43.305509,5.356184,7.2,1.37,19.71,1330.8
"sensor-1","2025-12-16T00:14:37.201Z",48.873312,2.353163,7.49,2.76,16.25,862.1
"sensor-2","2025-12-16T00:14:37.204Z",45.760386,4.845064,6.9,3.2,16.82,1018.68
"sensor-3","2025-12-16T00:14:37.204Z",43.302998,5.36025,7.49,2.09,19.61,3786.76
"sensor-1","2025-12-16T00:14:42.205Z",48.839497,2.334621,6.99,2.22,15.69,788.44
"sensor-2","2025-12-16T00:14:42.205Z",45.762822,4.822132,6.95,3.25,19.89,1186.19
"sensor-3","2025-12-16T00:14:42.206Z",43.314834,5.371225,7.55,2.02,20.39,1585.41
"sensor-1","2025-12-16T00:14:47.215Z",48.843327,2.34862,7.42,2.54,14.01,931.33
"sensor-2","2025-12-16T00:14:47.218Z",45.770216,4.850939,6.95,2.55,17.94,1147.79
"sensor-3","2025-12-16T00:14:47.219Z",43.279509,5.380992,7.59,1.71,20.25,1325.98
"sensor-1","2025-12-16T00:14:52.226Z",48.865005,2.359264,7.45,2.55,15.43,964.34
"sensor-2","2025-12-16T00:14:52.227Z",45.760317,4.844128,7.05,3.35,18.53,1325.67
"sensor-3","2025-12-16T00:14:52.227Z",43.299948,5.37752,7.26,1.98,21.63,1380.58
"sensor-1","2025-12-16T00:14:57.232Z",48.847857,2.339086,7.3,2.05,13.89,677.61
"sensor-2","2025-12-16T00:14:57.235Z",45.777382,4.831439,6.8,3.06,18.19,1357.77
"sensor-3","2025-12-16T00:14:57.236Z",43.281992,5.36607,7.74,2.18,-3.23,1521.07
"sensor-1","2025-12-16T00:15:02.240Z",48.857498,2.34909,6.95,2.8,16.58,640.63
"sensor-2","2025-12-16T00:15:02.242Z",45.77386,4.844014,7.2,3.4,19.47,1275.63
"sensor-3","2025-12-16T00:15:02.242Z",43.276752,5.378753,7.54,1.89,20.45,1565.6
"sensor-1","2025-12-16T00:15:07.245Z",48.871314,2.335577,7.21,2.17,31.59,853.38
"sensor-2","2025-12-16T00:15:07.247Z",45.774304,4.835952,6.89,2.82,16.23,1279.61
"sensor-3","2025-12-16T00:15:07.248Z",43.297809,5.353371,7.35,1.35,18.89,1565.54
"sensor-1","2025-12-16T00:15:12.247Z",48.875359,2.370574,7.14,2.06,14.91,979.24
"sensor-2","2025-12-16T00:15:12.249Z",45.779924,4.849387,7.25,3.31,18.36,1324.72
"sensor-3","2025-12-16T00:15:12.249Z",43.304078,5.375357,7.26,2.15,20.57,1353.24
"sensor-1","2025-12-16T00:15:17.253Z",48.860698,2.346419,7,2.68,13.57,924.42
"sensor-2","2025-12-16T00:15:17.256Z",45.774084,4.847859,6.89,2.62,16.26,1149.63
"sensor-3","2025-12-16T00:15:17.257Z",43.306654,5.372163,7.3,2.18,21.43,1418.42
"sensor-1","2025-12-16T00:15:22.254Z",48.858387,2.37113,7.35,2.35,14.07,786.84
"sensor-2","2025-12-16T00:15:22.256Z",45.752008,4.838126,7.15,3.15,19.47,1201.74
"sensor-3","2025-12-16T00:15:22.256Z",43.297272,5.373205,7.37,1.58,18.33,1480.56
"sensor-1","2025-12-16T00:15:27.270Z",48.859743,2.368075,7.38,2.59,14.68,897.03
"sensor-2","2025-12-16T00:15:27.272Z",45.747871,4.834565,7.24,3.16,16.75,1390.65
"sensor-3","2025-12-16T00:15:27.273Z",43.293121,5.355307,7.34,1.79,18.76,1522.05
"sensor-1","2025-12-16T00:15:32.274Z",48.840311,2.345775,7.11,2.84,16.49,651.02
"sensor-2","2025-12-16T00:15:32.276Z",45.776662,4.829057,6.76,3.49,16.3,1238.6
"sensor-3","2025-12-16T00:15:32.277Z",43.315986,5.361438,7.56,1.43,18.19,1583.01
"sensor-1","2025-12-16T00:15:37.288Z",48.858154,2.368867,7.38,2.84,15.8,639.88
"sensor-2","2025-12-16T00:15:37.290Z",45.782708,4.830768,9.68,3.15,16.56,1238.95
"sensor-3","2025-12-16T00:15:37.292Z",43.301264,5.375583,7.36,1.95,20.75,1518.46
"sensor-1","2025-12-16T00:15:42.296Z",48.861339,2.344558,7.39,2.06,13.59,913.35
"sensor-2","2025-12-16T00:15:42.298Z",45.771682,4.818634,6.99,2.62,19.63,1023.08
"sensor-3","2025-12-16T00:15:42.298Z",43.294843,5.371868,7.53,1.89,18.51,1696.47
"sensor-1","2025-12-16T00:15:47.299Z",48.869708,2.35881,7.04,2.08,16.91,753.22
"sensor-2","2025-12-16T00:15:47.302Z",45.772958,4.846009,7.23,2.54,17.51,1233.23
"sensor-3","2025-12-16T00:15:47.303Z",43.290418,5.354592,7.66,1.51,20.96,1512.18
"sensor-1","2025-12-16T00:15:52.301Z",48.875086,2.363578,7.23,2.34,15.83,826.08
"sensor-2","2025-12-16T00:15:52.302Z",45.775022,4.831439,6.85,3.47,35.47,1106.8
"sensor-3","2025-12-16T00:15:52.303Z",43.30329,5.352736,7.29,1.91,18.8,1414.29
"sensor-1","2025-12-16T00:15:57.310Z",48.852307,2.332996,7.38,2.82,16.23,900.14
"sensor-2","2025-12-16T00:15:57.313Z",45.774731,4.849556,6.76,3.07,19.22,1307.79
"sensor-3","2025-12-16T00:15:57.314Z",43.29406,5.371932,7.52,1.85,18.9,1591.52
"sensor-1","2025-12-16T00:16:02.315Z",48.876338,2.363857,7.26,2.24,14.58,877.61
"sensor-2","2025-12-16T00:16:02.317Z",45.776879,4.853615,7.2,3.14,16.84,1025.47
"sensor-3","2025-12-16T00:16:02.318Z",43.294129,5.376727,7.37,2.23,19.72,1516.96
"sensor-1","2025-12-16T00:16:07.319Z",48.844936,2.359634,7.48,2.6,15.79,923.9
"sensor-2","2025-12-16T00:16:07.321Z",45.783542,4.841935,7.21,3,19.24,1139.85
"sensor-3","2025-12-16T00:16:07.323Z",43.277408,5.369423,7.5,1.67,19.12,1320.09
"sensor-1","2025-12-16T00:16:12.330Z",48.847122,2.335132,7.1,2.47,13.93,812.65
"sensor-2","2025-12-16T00:16:12.331Z",45.755549,4.847314,7.11,2.55,16.83,1168.66
"sensor-3","2025-12-16T00:16:12.332Z",43.300806,5.372344,7.34,1.88,18.23,1481.21
"sensor-1","2025-12-16T00:16:17.333Z",48.855015,2.351468,7.31,2.07,13.02,872.53
"sensor-2","2025-12-16T00:16:17.335Z",45.746654,4.847083,6.88,2.98,37.41,1359.4
"sensor-3","2025-12-16T00:16:17.336Z",43.28137,5.387863,7.34,1.31,18.66,1300.56
"sensor-1","2025-12-16T00:16:22.339Z",48.870341,2.350291,7.01,2.83,15.93,983.23
"sensor-2","2025-12-16T00:16:22.341Z",45.778689,4.817974,6.89,3.13,18.93,1015.8
"sensor-3","2025-12-16T00:16:22.342Z",43.276688,5.369643,7.25,1.39,18.56,1529.16
"sensor-1","2025-12-16T00:16:27.349Z",48.84141,2.351984,7.26,2.23,14.8,827.29
"sensor-2","2025-12-16T00:16:27.352Z",45.756159,4.851786,6.75,2.82,19.76,1168.62
"sensor-3","2025-12-16T00:16:27.353Z",43.283604,5.381616,7.47,1.59,18.52,1435.8
"sensor-1","2025-12-16T00:16:32.352Z",48.842819,2.356847,7.12,2.58,15.65,642.97
"sensor-2","2025-12-16T00:16:32.353Z",45.764825,4.830048,7.07,3.41,17.55,1265.62
"sensor-3","2025-12-16T00:16:32.354Z",43.302632,5.378434,7.39,1.64,21.62,1505.77
"sensor-1","2025-12-16T00:16:37.364Z",48.849396,2.353736,7.18,2.09,15.68,844.59
"sensor-2","2025-12-16T00:16:37.365Z",45.773032,4.853078,6.8,3.17,17.66,1289.62
"sensor-3","2025-12-16T00:16:37.365Z",43.30936,5.379003,7.57,1.96,20.94,1318.62
"sensor-1","2025-12-16T00:16:42.369Z",48.837239,2.360343,7.16,2.2,13.1,913.36
"sensor-2","2025-12-16T00:16:42.371Z",45.780245,4.844425,7.07,2.66,18.61,1198.7
"sensor-3","2025-12-16T00:16:42.371Z",43.30405,5.385703,7.24,2.12,19.74,1622.89
"sensor-1","2025-12-16T00:16:47.382Z",48.848841,2.341753,7.22,2.69,14.15,761.29
"sensor-2","2025-12-16T00:16:47.384Z",45.754662,4.826574,7.16,2.81,18.7,1013.4
"sensor-3","2025-12-16T00:16:47.385Z",43.287721,5.373717,7.65,2.03,20.15,1359.62
"sensor-1","2025-12-16T00:16:52.386Z",48.867192,2.351541,7.35,2.49,14.8,662.5
"sensor-2","2025-12-16T00:16:52.388Z",45.746465,4.840434,6.87,3.27,16.63,1037.51
"sensor-3","2025-12-16T00:16:52.389Z",43.302534,5.373214,7.32,1.41,18.1,1638.68
"sensor-1","2025-12-16T00:16:57.396Z",48.846401,2.353206,7.07,2.75,13.67,913.15
"sensor-2","2025-12-16T00:16:57.399Z",45.74671,4.826008,7.03,3.21,18.57,1261.77
"sensor-3","2025-12-16T00:16:57.399Z",43.283984,5.36365,7.71,1.88,19.29,1365.89
"sensor-1","2025-12-16T00:17:02.408Z",48.872002,2.363072,7.33,2.6,15.13,947.66
"sensor-2","2025-12-16T00:17:02.410Z",45.762359,4.831646,7.15,3.01,18.68,1095.78
"sensor-3","2025-12-16T00:17:02.411Z",43.309103,5.383985,7.56,2.14,19.42,1471.92
"sensor-1","2025-12-16T00:17:07.414Z",48.862332,2.353588,7.13,2.56,14.56,831.99
"sensor-2","2025-12-16T00:17:07.416Z",45.780938,4.838073,7.07,2.62,18.57,1010.45
"sensor-3","2025-12-16T00:17:07.417Z",43.298055,5.384179,7.24,9.68,21.59,1499.4
"sensor-1","2025-12-16T00:17:12.424Z",48.837977,2.366019,7.22,2.11,14.13,808.22
"sensor-2","2025-12-16T00:17:12.426Z",45.779928,4.84347,7.13,2.68,18.21,1372.02
"sensor-3","2025-12-16T00:17:12.426Z",43.314072,5.351277,7.79,1.84,20.49,1481.02
"sensor-1","2025-12-16T00:17:17.429Z",48.849464,2.36829,7.01,2.89,15.66,693.82
"sensor-2","2025-12-16T00:17:17.432Z",45.761746,4.825186,7.02,3.27,16.44,1246.69
"sensor-3","2025-12-16T00:17:17.432Z",43.302772,5.357809,7.69,1.82,18.19,1372.04
"sensor-1","2025-12-16T00:17:22.438Z",48.862798,2.345039,7.19,2.07,14.05,636.41
"sensor-2","2025-12-16T00:17:22.439Z",45.77689,4.845006,7.18,3.04,19.25,1344.41
"sensor-3","2025-12-16T00:17:22.440Z",43.278354,5.3698,7.62,1.85,19.49,1566.4
"sensor-1","2025-12-16T00:17:27.448Z",48.87042,2.340061,7.16,2.32,15.02,712.66
"sensor-2","2025-12-16T00:17:27.449Z",45.766231,4.828553,6.89,2.55,18.64,1286.74
"sensor-3","2025-12-16T00:17:27.450Z",43.296553,5.357738,7.22,1.83,21.22,1469.92
"sensor-1","2025-12-16T00:17:32.454Z",48.847957,2.33283,6.93,2.75,14.89,852.11
"sensor-2","2025-12-16T00:17:32.455Z",45.756161,4.852114,6.84,2.67,18.37,1326.31
"sensor-3","2025-12-16T00:17:32.456Z",43.314766,5.35795,7.6,1.56,20.43,1378.03
"sensor-1","2025-12-16T00:17:37.459Z",48.872433,2.364815,7.13,2.79,15.81,632.22
"sensor-2","2025-12-16T00:17:37.462Z",45.768131,4.826554,7.12,3.44,19.88,1218.39
"sensor-3","2025-12-16T00:17:37.463Z",43.297123,5.357792,7.62,2.05,18.79,1497.23
"sensor-1","2025-12-16T00:17:42.465Z",48.86937,2.360882,7.35,2.43,13.21,781.41
"sensor-2","2025-12-16T00:17:42.467Z",45.759091,4.817849,7.12,3.18,18.16,1276.18
"sensor-3","2025-12-16T00:17:42.467Z",43.303363,5.360877,7.47,1.73,21.61,1625.98
"sensor-1","2025-12-16T00:17:47.476Z",48.84486,2.356915,7.06,2.83,13.66,874.8
"sensor-2","2025-12-16T00:17:47.478Z",45.756208,4.820303,7.25,13.51,17.23,1227.3
"sensor-3","2025-12-16T00:17:47.479Z",43.311061,5.367435,7.59,1.35,20.42,1482.68
"sensor-1","2025-12-16T00:17:52.478Z",48.841774,2.347832,7.39,2.18,13.85,964.91
"sensor-2","2025-12-16T00:17:52.479Z",45.749654,4.845045,6.81,2.58,19.2,1052.85
"sensor-3","2025-12-16T00:17:52.480Z",43.299822,5.355865,7.53,1.75,18.45,1417.98
"sensor-1","2025-12-16T00:17:57.482Z",48.841716,2.357035,3.9,2.72,14.67,781.36
"sensor-2","2025-12-16T00:17:57.483Z",45.748107,4.826321,6.86,3.42,18.55,1024.39
"sensor-3","2025-12-16T00:17:57.484Z",43.308934,5.376547,7.7,2.14,18.12,1374.21
"sensor-1","2025-12-16T00:18:02.488Z",48.871297,2.343366,7.44,2.7,13.73,758.07
"sensor-2","2025-12-16T00:18:02.490Z",45.756054,4.837022,7.28,3.43,19.65,1353.03
"sensor-3","2025-12-16T00:18:02.490Z",43.28826,5.373284,7.46,2.3,18.58,1310.37
"sensor-1","2025-12-16T00:18:07.500Z",48.841686,2.368103,7.14,2.83,16.68,845.48
"sensor-2","2025-12-16T00:18:07.501Z",45.772381,4.842035,6.99,2.7,16,1044.41
"sensor-3","2025-12-16T00:18:07.502Z",43.308971,5.353919,7.69,2.07,21.77,1576.26
"sensor-1","2025-12-16T00:18:12.510Z",48.874248,2.363498,7.42,2.12,13.28,939.01
"sensor-2","2025-12-16T00:18:12.510Z",45.763389,4.818996,6.95,3.45,19.4,1200.57
